Header; Nr_of_streams; recording TimeStamp; Operation; Number of packets; packateNr; Sending TimeStamp; TX_Valid; TX_Last; TX_Address; TX_Value; RX_LAST; RX_valid; RX_Address; RX_VALUE; Dummy; Tail
268435455; 78789; 1427396120; 0; 388; 16170; 1427695679; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78790; 1427398924; 0; 388; 16170; 1427695680; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78791; 1427399034; 0; 388; 16170; 1427695681; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78792; 1427402092; 0; 388; 16170; 1427695682; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78793; 1427402202; 0; 388; 16170; 1427695683; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78794; 1427402312; 0; 388; 16170; 1427695684; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78795; 1427402422; 0; 388; 16170; 1427695685; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78796; 1427405812; 0; 388; 16170; 1427695686; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78797; 1427405922; 0; 388; 16170; 1427695687; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78798; 1427406032; 0; 388; 16170; 1427695688; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78799; 1427408548; 0; 388; 16170; 1427695689; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78800; 1427408658; 0; 388; 16170; 1427695690; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78801; 1427411116; 0; 388; 16170; 1427695691; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78802; 1427411226; 0; 388; 16170; 1427695692; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78803; 1427411336; 0; 388; 16170; 1427695693; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78804; 1427414532; 0; 388; 16170; 1427695694; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78805; 1427414642; 0; 388; 16170; 1427695695; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78806; 1427417820; 0; 388; 16170; 1427695696; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78807; 1427417930; 0; 388; 16170; 1427695697; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78808; 1427418040; 0; 388; 16170; 1427695698; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78809; 1427418150; 0; 388; 16170; 1427695699; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78810; 1427421012; 0; 388; 16170; 1427695700; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78811; 1427421122; 0; 388; 16170; 1427695701; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78812; 1427421232; 0; 388; 16170; 1427695702; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78813; 1427424068; 0; 388; 16170; 1427695703; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78814; 1427424178; 0; 388; 16170; 1427695704; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
